             rho            U_eq          phi_eq               q            j_eq            p_eq
      0.5983E+00      0.0000E+00      0.0000E+00      0.2716E+01      0.5384E+00      0.2736E-01
      0.5992E+00      0.0000E+00      0.0000E+00      0.2718E+01      0.5375E+00      0.2734E-01
      0.6001E+00      0.0000E+00      0.0000E+00      0.2720E+01      0.5367E+00      0.2732E-01
      0.6010E+00      0.0000E+00      0.0000E+00      0.2722E+01      0.5359E+00      0.2730E-01
      0.6019E+00      0.0000E+00      0.0000E+00      0.2724E+01      0.5350E+00      0.2729E-01
      0.6027E+00      0.0000E+00      0.0000E+00      0.2727E+01      0.5342E+00      0.2727E-01
      0.6036E+00      0.0000E+00      0.0000E+00      0.2729E+01      0.5334E+00      0.2725E-01
      0.6045E+00      0.0000E+00      0.0000E+00      0.2731E+01      0.5325E+00      0.2723E-01
      0.6054E+00      0.0000E+00      0.0000E+00      0.2733E+01      0.5317E+00      0.2721E-01
      0.6062E+00      0.0000E+00      0.0000E+00      0.2735E+01      0.5309E+00      0.2720E-01
      0.6071E+00      0.0000E+00      0.0000E+00      0.2737E+01      0.5300E+00      0.2718E-01
      0.6080E+00      0.0000E+00      0.0000E+00      0.2739E+01      0.5292E+00      0.2716E-01
      0.6089E+00      0.0000E+00      0.0000E+00      0.2741E+01      0.5284E+00      0.2714E-01
      0.6098E+00      0.0000E+00      0.0000E+00      0.2744E+01      0.5275E+00      0.2712E-01
      0.6106E+00      0.0000E+00      0.0000E+00      0.2746E+01      0.5267E+00      0.2710E-01
      0.6115E+00      0.0000E+00      0.0000E+00      0.2748E+01      0.5259E+00      0.2709E-01
      0.6124E+00      0.0000E+00      0.0000E+00      0.2750E+01      0.5251E+00      0.2707E-01
      0.6133E+00      0.0000E+00      0.0000E+00      0.2752E+01      0.5242E+00      0.2705E-01
      0.6142E+00      0.0000E+00      0.0000E+00      0.2754E+01      0.5234E+00      0.2703E-01
      0.6150E+00      0.0000E+00      0.0000E+00      0.2757E+01      0.5226E+00      0.2701E-01
      0.6159E+00      0.0000E+00      0.0000E+00      0.2759E+01      0.5218E+00      0.2699E-01
      0.6168E+00      0.0000E+00      0.0000E+00      0.2761E+01      0.5209E+00      0.2697E-01
      0.6177E+00      0.0000E+00      0.0000E+00      0.2763E+01      0.5201E+00      0.2696E-01
      0.6186E+00      0.0000E+00      0.0000E+00      0.2765E+01      0.5193E+00      0.2694E-01
      0.6194E+00      0.0000E+00      0.0000E+00      0.2767E+01      0.5185E+00      0.2692E-01
      0.6203E+00      0.0000E+00      0.0000E+00      0.2770E+01      0.5177E+00      0.2690E-01
      0.6212E+00      0.0000E+00      0.0000E+00      0.2772E+01      0.5168E+00      0.2688E-01
      0.6221E+00      0.0000E+00      0.0000E+00      0.2774E+01      0.5160E+00      0.2686E-01
      0.6229E+00      0.0000E+00      0.0000E+00      0.2776E+01      0.5152E+00      0.2684E-01
      0.6238E+00      0.0000E+00      0.0000E+00      0.2778E+01      0.5144E+00      0.2682E-01
      0.6247E+00      0.0000E+00      0.0000E+00      0.2781E+01      0.5136E+00      0.2680E-01
      0.6256E+00      0.0000E+00      0.0000E+00      0.2783E+01      0.5128E+00      0.2679E-01
      0.6265E+00      0.0000E+00      0.0000E+00      0.2785E+01      0.5120E+00      0.2677E-01
      0.6273E+00      0.0000E+00      0.0000E+00      0.2787E+01      0.5111E+00      0.2675E-01
      0.6282E+00      0.0000E+00      0.0000E+00      0.2789E+01      0.5103E+00      0.2673E-01
      0.6291E+00      0.0000E+00      0.0000E+00      0.2792E+01      0.5095E+00      0.2671E-01
      0.6300E+00      0.0000E+00      0.0000E+00      0.2794E+01      0.5087E+00      0.2669E-01
      0.6309E+00      0.0000E+00      0.0000E+00      0.2796E+01      0.5079E+00      0.2667E-01
      0.6317E+00      0.0000E+00      0.0000E+00      0.2798E+01      0.5071E+00      0.2665E-01
      0.6326E+00      0.0000E+00      0.0000E+00      0.2800E+01      0.5063E+00      0.2663E-01
      0.6335E+00      0.0000E+00      0.0000E+00      0.2803E+01      0.5055E+00      0.2661E-01
      0.6344E+00      0.0000E+00      0.0000E+00      0.2805E+01      0.5047E+00      0.2659E-01
      0.6353E+00      0.0000E+00      0.0000E+00      0.2807E+01      0.5039E+00      0.2657E-01
      0.6361E+00      0.0000E+00      0.0000E+00      0.2809E+01      0.5031E+00      0.2655E-01
      0.6370E+00      0.0000E+00      0.0000E+00      0.2812E+01      0.5023E+00      0.2653E-01
      0.6379E+00      0.0000E+00      0.0000E+00      0.2814E+01      0.5015E+00      0.2651E-01
      0.6388E+00      0.0000E+00      0.0000E+00      0.2816E+01      0.5007E+00      0.2649E-01
      0.6396E+00      0.0000E+00      0.0000E+00      0.2818E+01      0.4999E+00      0.2647E-01
      0.6405E+00      0.0000E+00      0.0000E+00      0.2821E+01      0.4991E+00      0.2645E-01
      0.6414E+00      0.0000E+00      0.0000E+00      0.2823E+01      0.4983E+00      0.2643E-01
      0.6423E+00      0.0000E+00      0.0000E+00      0.2825E+01      0.4975E+00      0.2641E-01
      0.6432E+00      0.0000E+00      0.0000E+00      0.2827E+01      0.4967E+00      0.2639E-01
      0.6440E+00      0.0000E+00      0.0000E+00      0.2830E+01      0.4959E+00      0.2637E-01
      0.6449E+00      0.0000E+00      0.0000E+00      0.2832E+01      0.4951E+00      0.2635E-01
      0.6458E+00      0.0000E+00      0.0000E+00      0.2834E+01      0.4943E+00      0.2633E-01
      0.6467E+00      0.0000E+00      0.0000E+00      0.2836E+01      0.4935E+00      0.2631E-01
      0.6476E+00      0.0000E+00      0.0000E+00      0.2839E+01      0.4927E+00      0.2629E-01
      0.6484E+00      0.0000E+00      0.0000E+00      0.2841E+01      0.4919E+00      0.2626E-01
      0.6493E+00      0.0000E+00      0.0000E+00      0.2843E+01      0.4912E+00      0.2624E-01
      0.6502E+00      0.0000E+00      0.0000E+00      0.2846E+01      0.4904E+00      0.2622E-01
      0.6511E+00      0.0000E+00      0.0000E+00      0.2848E+01      0.4896E+00      0.2620E-01
      0.6520E+00      0.0000E+00      0.0000E+00      0.2850E+01      0.4888E+00      0.2618E-01
      0.6528E+00      0.0000E+00      0.0000E+00      0.2852E+01      0.4880E+00      0.2616E-01
      0.6537E+00      0.0000E+00      0.0000E+00      0.2855E+01      0.4872E+00      0.2614E-01
      0.6546E+00      0.0000E+00      0.0000E+00      0.2857E+01      0.4864E+00      0.2611E-01
      0.6555E+00      0.0000E+00      0.0000E+00      0.2859E+01      0.4857E+00      0.2609E-01
      0.6563E+00      0.0000E+00      0.0000E+00      0.2862E+01      0.4849E+00      0.2607E-01
      0.6572E+00      0.0000E+00      0.0000E+00      0.2864E+01      0.4841E+00      0.2605E-01
      0.6581E+00      0.0000E+00      0.0000E+00      0.2866E+01      0.4833E+00      0.2603E-01
      0.6590E+00      0.0000E+00      0.0000E+00      0.2869E+01      0.4825E+00      0.2600E-01
      0.6599E+00      0.0000E+00      0.0000E+00      0.2871E+01      0.4818E+00      0.2598E-01
      0.6607E+00      0.0000E+00      0.0000E+00      0.2873E+01      0.4810E+00      0.2596E-01
      0.6616E+00      0.0000E+00      0.0000E+00      0.2875E+01      0.4802E+00      0.2594E-01
      0.6625E+00      0.0000E+00      0.0000E+00      0.2878E+01      0.4794E+00      0.2591E-01
      0.6634E+00      0.0000E+00      0.0000E+00      0.2880E+01      0.4787E+00      0.2589E-01
      0.6643E+00      0.0000E+00      0.0000E+00      0.2882E+01      0.4779E+00      0.2587E-01
      0.6651E+00      0.0000E+00      0.0000E+00      0.2885E+01      0.4771E+00      0.2584E-01
      0.6660E+00      0.0000E+00      0.0000E+00      0.2887E+01      0.4764E+00      0.2582E-01
      0.6669E+00      0.0000E+00      0.0000E+00      0.2889E+01      0.4756E+00      0.2580E-01
      0.6678E+00      0.0000E+00      0.0000E+00      0.2892E+01      0.4748E+00      0.2577E-01
      0.6687E+00      0.0000E+00      0.0000E+00      0.2894E+01      0.4741E+00      0.2575E-01
      0.6695E+00      0.0000E+00      0.0000E+00      0.2897E+01      0.4733E+00      0.2572E-01
      0.6704E+00      0.0000E+00      0.0000E+00      0.2899E+01      0.4725E+00      0.2570E-01
      0.6713E+00      0.0000E+00      0.0000E+00      0.2901E+01      0.4718E+00      0.2567E-01
      0.6722E+00      0.0000E+00      0.0000E+00      0.2904E+01      0.4710E+00      0.2565E-01
      0.6730E+00      0.0000E+00      0.0000E+00      0.2906E+01      0.4702E+00      0.2562E-01
      0.6739E+00      0.0000E+00      0.0000E+00      0.2908E+01      0.4695E+00      0.2560E-01
      0.6748E+00      0.0000E+00      0.0000E+00      0.2911E+01      0.4687E+00      0.2557E-01
      0.6757E+00      0.0000E+00      0.0000E+00      0.2913E+01      0.4680E+00      0.2555E-01
      0.6766E+00      0.0000E+00      0.0000E+00      0.2915E+01      0.4672E+00      0.2552E-01
      0.6774E+00      0.0000E+00      0.0000E+00      0.2918E+01      0.4665E+00      0.2550E-01
      0.6783E+00      0.0000E+00      0.0000E+00      0.2920E+01      0.4657E+00      0.2547E-01
      0.6792E+00      0.0000E+00      0.0000E+00      0.2923E+01      0.4650E+00      0.2544E-01
      0.6801E+00      0.0000E+00      0.0000E+00      0.2925E+01      0.4642E+00      0.2542E-01
      0.6810E+00      0.0000E+00      0.0000E+00      0.2927E+01      0.4634E+00      0.2539E-01
      0.6818E+00      0.0000E+00      0.0000E+00      0.2930E+01      0.4627E+00      0.2536E-01
      0.6827E+00      0.0000E+00      0.0000E+00      0.2932E+01      0.4620E+00      0.2533E-01
      0.6836E+00      0.0000E+00      0.0000E+00      0.2935E+01      0.4612E+00      0.2530E-01
      0.6845E+00      0.0000E+00      0.0000E+00      0.2937E+01      0.4605E+00      0.2528E-01
      0.6854E+00      0.0000E+00      0.0000E+00      0.2939E+01      0.4597E+00      0.2525E-01
      0.6862E+00      0.0000E+00      0.0000E+00      0.2942E+01      0.4590E+00      0.2522E-01
      0.6871E+00      0.0000E+00      0.0000E+00      0.2944E+01      0.4582E+00      0.2519E-01
      0.6880E+00      0.0000E+00      0.0000E+00      0.2947E+01      0.4575E+00      0.2516E-01
      0.6889E+00      0.0000E+00      0.0000E+00      0.2949E+01      0.4568E+00      0.2513E-01
      0.6897E+00      0.0000E+00      0.0000E+00      0.2951E+01      0.4560E+00      0.2510E-01
      0.6906E+00      0.0000E+00      0.0000E+00      0.2954E+01      0.4553E+00      0.2507E-01
      0.6915E+00      0.0000E+00      0.0000E+00      0.2956E+01      0.4546E+00      0.2504E-01
      0.6924E+00      0.0000E+00      0.0000E+00      0.2959E+01      0.4538E+00      0.2501E-01
      0.6933E+00      0.0000E+00      0.0000E+00      0.2961E+01      0.4531E+00      0.2497E-01
      0.6941E+00      0.0000E+00      0.0000E+00      0.2964E+01      0.4524E+00      0.2494E-01
      0.6950E+00      0.0000E+00      0.0000E+00      0.2966E+01      0.4516E+00      0.2491E-01
      0.6959E+00      0.0000E+00      0.0000E+00      0.2969E+01      0.4509E+00      0.2488E-01
      0.6968E+00      0.0000E+00      0.0000E+00      0.2971E+01      0.4502E+00      0.2484E-01
      0.6977E+00      0.0000E+00      0.0000E+00      0.2973E+01      0.4495E+00      0.2481E-01
      0.6985E+00      0.0000E+00      0.0000E+00      0.2976E+01      0.4487E+00      0.2477E-01
      0.6994E+00      0.0000E+00      0.0000E+00      0.2978E+01      0.4480E+00      0.2474E-01
      0.7003E+00      0.0000E+00      0.0000E+00      0.2981E+01      0.4473E+00      0.2470E-01
      0.7012E+00      0.0000E+00      0.0000E+00      0.2983E+01      0.4466E+00      0.2467E-01
      0.7021E+00      0.0000E+00      0.0000E+00      0.2986E+01      0.4459E+00      0.2463E-01
      0.7029E+00      0.0000E+00      0.0000E+00      0.2988E+01      0.4452E+00      0.2459E-01
      0.7038E+00      0.0000E+00      0.0000E+00      0.2991E+01      0.4444E+00      0.2455E-01
      0.7047E+00      0.0000E+00      0.0000E+00      0.2993E+01      0.4437E+00      0.2452E-01
      0.7056E+00      0.0000E+00      0.0000E+00      0.2996E+01      0.4430E+00      0.2448E-01
      0.7064E+00      0.0000E+00      0.0000E+00      0.2998E+01      0.4423E+00      0.2444E-01
      0.7073E+00      0.0000E+00      0.0000E+00      0.3001E+01      0.4416E+00      0.2440E-01
      0.7082E+00      0.0000E+00      0.0000E+00      0.3003E+01      0.4409E+00      0.2435E-01
      0.7091E+00      0.0000E+00      0.0000E+00      0.3006E+01      0.4402E+00      0.2431E-01
      0.7100E+00      0.0000E+00      0.0000E+00      0.3008E+01      0.4395E+00      0.2427E-01
      0.7108E+00      0.0000E+00      0.0000E+00      0.3011E+01      0.4388E+00      0.2423E-01
      0.7117E+00      0.0000E+00      0.0000E+00      0.3013E+01      0.4381E+00      0.2418E-01
      0.7126E+00      0.0000E+00      0.0000E+00      0.3016E+01      0.4374E+00      0.2414E-01
      0.7135E+00      0.0000E+00      0.0000E+00      0.3018E+01      0.4367E+00      0.2409E-01
      0.7144E+00      0.0000E+00      0.0000E+00      0.3021E+01      0.4360E+00      0.2405E-01
      0.7152E+00      0.0000E+00      0.0000E+00      0.3023E+01      0.4354E+00      0.2400E-01
      0.7161E+00      0.0000E+00      0.0000E+00      0.3026E+01      0.4347E+00      0.2395E-01
      0.7170E+00      0.0000E+00      0.0000E+00      0.3028E+01      0.4340E+00      0.2390E-01
      0.7179E+00      0.0000E+00      0.0000E+00      0.3031E+01      0.4333E+00      0.2385E-01
      0.7188E+00      0.0000E+00      0.0000E+00      0.3033E+01      0.4326E+00      0.2380E-01
      0.7196E+00      0.0000E+00      0.0000E+00      0.3036E+01      0.4319E+00      0.2375E-01
      0.7205E+00      0.0000E+00      0.0000E+00      0.3038E+01      0.4313E+00      0.2370E-01
      0.7214E+00      0.0000E+00      0.0000E+00      0.3041E+01      0.4306E+00      0.2364E-01
      0.7223E+00      0.0000E+00      0.0000E+00      0.3043E+01      0.4299E+00      0.2359E-01
      0.7231E+00      0.0000E+00      0.0000E+00      0.3046E+01      0.4293E+00      0.2353E-01
      0.7240E+00      0.0000E+00      0.0000E+00      0.3048E+01      0.4286E+00      0.2347E-01
      0.7249E+00      0.0000E+00      0.0000E+00      0.3051E+01      0.4279E+00      0.2341E-01
      0.7258E+00      0.0000E+00      0.0000E+00      0.3054E+01      0.4273E+00      0.2335E-01
      0.7267E+00      0.0000E+00      0.0000E+00      0.3056E+01      0.4266E+00      0.2329E-01
      0.7275E+00      0.0000E+00      0.0000E+00      0.3059E+01      0.4260E+00      0.2323E-01
      0.7284E+00      0.0000E+00      0.0000E+00      0.3061E+01      0.4253E+00      0.2317E-01
      0.7293E+00      0.0000E+00      0.0000E+00      0.3064E+01      0.4246E+00      0.2310E-01
      0.7302E+00      0.0000E+00      0.0000E+00      0.3066E+01      0.4240E+00      0.2304E-01
      0.7311E+00      0.0000E+00      0.0000E+00      0.3069E+01      0.4233E+00      0.2297E-01
      0.7319E+00      0.0000E+00      0.0000E+00      0.3071E+01      0.4227E+00      0.2290E-01
      0.7328E+00      0.0000E+00      0.0000E+00      0.3074E+01      0.4221E+00      0.2283E-01
      0.7337E+00      0.0000E+00      0.0000E+00      0.3077E+01      0.4214E+00      0.2276E-01
      0.7346E+00      0.0000E+00      0.0000E+00      0.3079E+01      0.4208E+00      0.2268E-01
      0.7354E+00      0.0000E+00      0.0000E+00      0.3082E+01      0.4202E+00      0.2261E-01
      0.7363E+00      0.0000E+00      0.0000E+00      0.3084E+01      0.4195E+00      0.2253E-01
      0.7372E+00      0.0000E+00      0.0000E+00      0.3087E+01      0.4189E+00      0.2245E-01
      0.7381E+00      0.0000E+00      0.0000E+00      0.3090E+01      0.4183E+00      0.2237E-01
      0.7390E+00      0.0000E+00      0.0000E+00      0.3092E+01      0.4176E+00      0.2229E-01
      0.7398E+00      0.0000E+00      0.0000E+00      0.3095E+01      0.4170E+00      0.2221E-01
      0.7407E+00      0.0000E+00      0.0000E+00      0.3097E+01      0.4164E+00      0.2212E-01
      0.7416E+00      0.0000E+00      0.0000E+00      0.3100E+01      0.4158E+00      0.2204E-01
      0.7425E+00      0.0000E+00      0.0000E+00      0.3103E+01      0.4152E+00      0.2195E-01
      0.7434E+00      0.0000E+00      0.0000E+00      0.3105E+01      0.4146E+00      0.2186E-01
      0.7442E+00      0.0000E+00      0.0000E+00      0.3108E+01      0.4140E+00      0.2176E-01
      0.7451E+00      0.0000E+00      0.0000E+00      0.3110E+01      0.4133E+00      0.2167E-01
      0.7460E+00      0.0000E+00      0.0000E+00      0.3113E+01      0.4127E+00      0.2157E-01
      0.7469E+00      0.0000E+00      0.0000E+00      0.3116E+01      0.4121E+00      0.2147E-01
      0.7478E+00      0.0000E+00      0.0000E+00      0.3118E+01      0.4115E+00      0.2137E-01
      0.7486E+00      0.0000E+00      0.0000E+00      0.3121E+01      0.4110E+00      0.2127E-01
      0.7495E+00      0.0000E+00      0.0000E+00      0.3124E+01      0.4104E+00      0.2116E-01
      0.7504E+00      0.0000E+00      0.0000E+00      0.3126E+01      0.4098E+00      0.2105E-01
      0.7513E+00      0.0000E+00      0.0000E+00      0.3129E+01      0.4092E+00      0.2094E-01
      0.7521E+00      0.0000E+00      0.0000E+00      0.3131E+01      0.4086E+00      0.2083E-01
      0.7530E+00      0.0000E+00      0.0000E+00      0.3134E+01      0.4080E+00      0.2072E-01
      0.7539E+00      0.0000E+00      0.0000E+00      0.3137E+01      0.4074E+00      0.2060E-01
      0.7548E+00      0.0000E+00      0.0000E+00      0.3139E+01      0.4069E+00      0.2048E-01
      0.7557E+00      0.0000E+00      0.0000E+00      0.3142E+01      0.4063E+00      0.2036E-01
      0.7565E+00      0.0000E+00      0.0000E+00      0.3145E+01      0.4057E+00      0.2024E-01
      0.7574E+00      0.0000E+00      0.0000E+00      0.3147E+01      0.4051E+00      0.2011E-01
      0.7583E+00      0.0000E+00      0.0000E+00      0.3150E+01      0.4046E+00      0.1998E-01
      0.7592E+00      0.0000E+00      0.0000E+00      0.3153E+01      0.4040E+00      0.1985E-01
      0.7601E+00      0.0000E+00      0.0000E+00      0.3155E+01      0.4034E+00      0.1972E-01
      0.7609E+00      0.0000E+00      0.0000E+00      0.3158E+01      0.4029E+00      0.1958E-01
      0.7618E+00      0.0000E+00      0.0000E+00      0.3161E+01      0.4023E+00      0.1944E-01
      0.7627E+00      0.0000E+00      0.0000E+00      0.3163E+01      0.4017E+00      0.1930E-01
      0.7636E+00      0.0000E+00      0.0000E+00      0.3166E+01      0.4012E+00      0.1915E-01
      0.7645E+00      0.0000E+00      0.0000E+00      0.3169E+01      0.4006E+00      0.1901E-01
      0.7653E+00      0.0000E+00      0.0000E+00      0.3171E+01      0.4001E+00      0.1886E-01
      0.7662E+00      0.0000E+00      0.0000E+00      0.3174E+01      0.3995E+00      0.1871E-01
      0.7671E+00      0.0000E+00      0.0000E+00      0.3177E+01      0.3990E+00      0.1855E-01
      0.7680E+00      0.0000E+00      0.0000E+00      0.3180E+01      0.3984E+00      0.1840E-01
      0.7688E+00      0.0000E+00      0.0000E+00      0.3182E+01      0.3979E+00      0.1824E-01
      0.7697E+00      0.0000E+00      0.0000E+00      0.3185E+01      0.3973E+00      0.1807E-01
      0.7706E+00      0.0000E+00      0.0000E+00      0.3188E+01      0.3967E+00      0.1791E-01
      0.7715E+00      0.0000E+00      0.0000E+00      0.3190E+01      0.3962E+00      0.1774E-01
      0.7724E+00      0.0000E+00      0.0000E+00      0.3193E+01      0.3956E+00      0.1757E-01
      0.7732E+00      0.0000E+00      0.0000E+00      0.3196E+01      0.3951E+00      0.1740E-01
      0.7741E+00      0.0000E+00      0.0000E+00      0.3199E+01      0.3945E+00      0.1723E-01
      0.7750E+00      0.0000E+00      0.0000E+00      0.3201E+01      0.3940E+00      0.1705E-01
      0.7759E+00      0.0000E+00      0.0000E+00      0.3204E+01      0.3934E+00      0.1687E-01
      0.7768E+00      0.0000E+00      0.0000E+00      0.3207E+01      0.3929E+00      0.1669E-01
      0.7776E+00      0.0000E+00      0.0000E+00      0.3209E+01      0.3923E+00      0.1651E-01
      0.7785E+00      0.0000E+00      0.0000E+00      0.3212E+01      0.3918E+00      0.1632E-01
      0.7794E+00      0.0000E+00      0.0000E+00      0.3215E+01      0.3912E+00      0.1613E-01
      0.7803E+00      0.0000E+00      0.0000E+00      0.3218E+01      0.3906E+00      0.1594E-01
      0.7812E+00      0.0000E+00      0.0000E+00      0.3220E+01      0.3901E+00      0.1575E-01
      0.7820E+00      0.0000E+00      0.0000E+00      0.3223E+01      0.3895E+00      0.1556E-01
      0.7829E+00      0.0000E+00      0.0000E+00      0.3226E+01      0.3889E+00      0.1536E-01
      0.7838E+00      0.0000E+00      0.0000E+00      0.3229E+01      0.3884E+00      0.1517E-01
      0.7847E+00      0.0000E+00      0.0000E+00      0.3231E+01      0.3878E+00      0.1497E-01
      0.7855E+00      0.0000E+00      0.0000E+00      0.3234E+01      0.3872E+00      0.1477E-01
      0.7864E+00      0.0000E+00      0.0000E+00      0.3237E+01      0.3867E+00      0.1456E-01
      0.7873E+00      0.0000E+00      0.0000E+00      0.3240E+01      0.3861E+00      0.1436E-01
      0.7882E+00      0.0000E+00      0.0000E+00      0.3242E+01      0.3855E+00      0.1416E-01
      0.7891E+00      0.0000E+00      0.0000E+00      0.3245E+01      0.3849E+00      0.1395E-01
      0.7899E+00      0.0000E+00      0.0000E+00      0.3248E+01      0.3843E+00      0.1374E-01
      0.7908E+00      0.0000E+00      0.0000E+00      0.3251E+01      0.3837E+00      0.1353E-01
      0.7917E+00      0.0000E+00      0.0000E+00      0.3254E+01      0.3831E+00      0.1333E-01
      0.7926E+00      0.0000E+00      0.0000E+00      0.3256E+01      0.3825E+00      0.1312E-01
      0.7935E+00      0.0000E+00      0.0000E+00      0.3259E+01      0.3819E+00      0.1291E-01
      0.7943E+00      0.0000E+00      0.0000E+00      0.3262E+01      0.3813E+00      0.1270E-01
      0.7952E+00      0.0000E+00      0.0000E+00      0.3265E+01      0.3807E+00      0.1248E-01
      0.7961E+00      0.0000E+00      0.0000E+00      0.3268E+01      0.3801E+00      0.1227E-01
      0.7970E+00      0.0000E+00      0.0000E+00      0.3270E+01      0.3794E+00      0.1206E-01
      0.7979E+00      0.0000E+00      0.0000E+00      0.3273E+01      0.3788E+00      0.1185E-01
      0.7987E+00      0.0000E+00      0.0000E+00      0.3276E+01      0.3782E+00      0.1164E-01
      0.7996E+00      0.0000E+00      0.0000E+00      0.3279E+01      0.3776E+00      0.1143E-01
      0.8005E+00      0.0000E+00      0.0000E+00      0.3282E+01      0.3769E+00      0.1122E-01
      0.8014E+00      0.0000E+00      0.0000E+00      0.3284E+01      0.3763E+00      0.1101E-01
      0.8022E+00      0.0000E+00      0.0000E+00      0.3287E+01      0.3756E+00      0.1080E-01
      0.8031E+00      0.0000E+00      0.0000E+00      0.3290E+01      0.3750E+00      0.1059E-01
      0.8040E+00      0.0000E+00      0.0000E+00      0.3293E+01      0.3743E+00      0.1038E-01
      0.8049E+00      0.0000E+00      0.0000E+00      0.3296E+01      0.3737E+00      0.1017E-01
      0.8058E+00      0.0000E+00      0.0000E+00      0.3299E+01      0.3730E+00      0.9965E-02
      0.8066E+00      0.0000E+00      0.0000E+00      0.3301E+01      0.3723E+00      0.9760E-02
      0.8075E+00      0.0000E+00      0.0000E+00      0.3304E+01      0.3717E+00      0.9556E-02
      0.8084E+00      0.0000E+00      0.0000E+00      0.3307E+01      0.3710E+00      0.9354E-02
      0.8093E+00      0.0000E+00      0.0000E+00      0.3310E+01      0.3703E+00      0.9153E-02
      0.8102E+00      0.0000E+00      0.0000E+00      0.3313E+01      0.3696E+00      0.8953E-02
      0.8110E+00      0.0000E+00      0.0000E+00      0.3316E+01      0.3689E+00      0.8756E-02
      0.8119E+00      0.0000E+00      0.0000E+00      0.3318E+01      0.3682E+00      0.8560E-02
      0.8128E+00      0.0000E+00      0.0000E+00      0.3321E+01      0.3676E+00      0.8366E-02
      0.8137E+00      0.0000E+00      0.0000E+00      0.3324E+01      0.3669E+00      0.8175E-02
      0.8146E+00      0.0000E+00      0.0000E+00      0.3327E+01      0.3662E+00      0.7985E-02
      0.8154E+00      0.0000E+00      0.0000E+00      0.3330E+01      0.3655E+00      0.7797E-02
      0.8163E+00      0.0000E+00      0.0000E+00      0.3333E+01      0.3648E+00      0.7612E-02
      0.8172E+00      0.0000E+00      0.0000E+00      0.3336E+01      0.3641E+00      0.7429E-02
      0.8181E+00      0.0000E+00      0.0000E+00      0.3338E+01      0.3634E+00      0.7248E-02
      0.8189E+00      0.0000E+00      0.0000E+00      0.3341E+01      0.3626E+00      0.7070E-02
      0.8198E+00      0.0000E+00      0.0000E+00      0.3344E+01      0.3619E+00      0.6895E-02
      0.8207E+00      0.0000E+00      0.0000E+00      0.3347E+01      0.3612E+00      0.6722E-02
      0.8216E+00      0.0000E+00      0.0000E+00      0.3350E+01      0.3605E+00      0.6551E-02
      0.8225E+00      0.0000E+00      0.0000E+00      0.3353E+01      0.3598E+00      0.6383E-02
      0.8233E+00      0.0000E+00      0.0000E+00      0.3356E+01      0.3591E+00      0.6218E-02
      0.8242E+00      0.0000E+00      0.0000E+00      0.3359E+01      0.3584E+00      0.6056E-02
      0.8251E+00      0.0000E+00      0.0000E+00      0.3362E+01      0.3576E+00      0.5896E-02
      0.8260E+00      0.0000E+00      0.0000E+00      0.3364E+01      0.3569E+00      0.5740E-02
      0.8269E+00      0.0000E+00      0.0000E+00      0.3367E+01      0.3562E+00      0.5586E-02
      0.8277E+00      0.0000E+00      0.0000E+00      0.3370E+01      0.3555E+00      0.5434E-02
      0.8286E+00      0.0000E+00      0.0000E+00      0.3373E+01      0.3548E+00      0.5286E-02
      0.8295E+00      0.0000E+00      0.0000E+00      0.3376E+01      0.3541E+00      0.5141E-02
      0.8304E+00      0.0000E+00      0.0000E+00      0.3379E+01      0.3533E+00      0.4998E-02
      0.8313E+00      0.0000E+00      0.0000E+00      0.3382E+01      0.3526E+00      0.4859E-02
      0.8321E+00      0.0000E+00      0.0000E+00      0.3385E+01      0.3519E+00      0.4722E-02
      0.8330E+00      0.0000E+00      0.0000E+00      0.3388E+01      0.3512E+00      0.4588E-02
      0.8339E+00      0.0000E+00      0.0000E+00      0.3391E+01      0.3505E+00      0.4457E-02
      0.8348E+00      0.0000E+00      0.0000E+00      0.3394E+01      0.3498E+00      0.4329E-02
      0.8356E+00      0.0000E+00      0.0000E+00      0.3397E+01      0.3491E+00      0.4204E-02
      0.8365E+00      0.0000E+00      0.0000E+00      0.3400E+01      0.3484E+00      0.4081E-02
      0.8374E+00      0.0000E+00      0.0000E+00      0.3402E+01      0.3477E+00      0.3961E-02
      0.8383E+00      0.0000E+00      0.0000E+00      0.3405E+01      0.3470E+00      0.3845E-02
      0.8392E+00      0.0000E+00      0.0000E+00      0.3408E+01      0.3462E+00      0.3730E-02
      0.8400E+00      0.0000E+00      0.0000E+00      0.3411E+01      0.3455E+00      0.3619E-02
      0.8409E+00      0.0000E+00      0.0000E+00      0.3414E+01      0.3448E+00      0.3510E-02
      0.8418E+00      0.0000E+00      0.0000E+00      0.3417E+01      0.3441E+00      0.3404E-02
      0.8427E+00      0.0000E+00      0.0000E+00      0.3420E+01      0.3435E+00      0.3301E-02
      0.8436E+00      0.0000E+00      0.0000E+00      0.3423E+01      0.3428E+00      0.3200E-02
      0.8444E+00      0.0000E+00      0.0000E+00      0.3426E+01      0.3421E+00      0.3102E-02
      0.8453E+00      0.0000E+00      0.0000E+00      0.3429E+01      0.3414E+00      0.3007E-02
      0.8462E+00      0.0000E+00      0.0000E+00      0.3432E+01      0.3407E+00      0.2913E-02
      0.8471E+00      0.0000E+00      0.0000E+00      0.3435E+01      0.3400E+00      0.2823E-02
      0.8479E+00      0.0000E+00      0.0000E+00      0.3438E+01      0.3393E+00      0.2735E-02
