               n               m        E_phi_nm        E_psi_nm          E_p_nm
      0.2000E+01     -0.3200E+02      0.2116E-12      0.2441E-12      0.8741E-12
      0.3000E+01     -0.3200E+02      0.2090E-12      0.9663E-13      0.5555E-12
      0.4000E+01     -0.3200E+02      0.1211E-12      0.2718E-13      0.2752E-12
      0.5000E+01     -0.3200E+02      0.3639E-13      0.1573E-13      0.1511E-12
      0.6000E+01     -0.3200E+02      0.7927E-14      0.1241E-13      0.8034E-13
      0.7000E+01     -0.3200E+02      0.4878E-14      0.4790E-14      0.4520E-13
      0.8000E+01     -0.3200E+02      0.2787E-14      0.1159E-14      0.2365E-13
      0.9000E+01     -0.3200E+02      0.8130E-15      0.3518E-15      0.1340E-13
      0.1000E+02     -0.3200E+02      0.1893E-15      0.1239E-15      0.7927E-14
      0.1100E+02     -0.3200E+02      0.5627E-16      0.2998E-16      0.4183E-14
      0.1200E+02     -0.3200E+02      0.1660E-16      0.5432E-17      0.2286E-14
      0.1300E+02     -0.3200E+02      0.5135E-17      0.1445E-17      0.1391E-14
      0.1400E+02     -0.3200E+02      0.1975E-17      0.4930E-18      0.7802E-15
      0.1500E+02     -0.3200E+02      0.7630E-18      0.1658E-18      0.4131E-15
      0.1600E+02     -0.3200E+02      0.2397E-18      0.5391E-19      0.2059E-15
      0.1700E+02     -0.3200E+02      0.7305E-19      0.1641E-19      0.1033E-15
      0.1800E+02     -0.3200E+02      0.2317E-19      0.5267E-20      0.7239E-16
      0.1900E+02     -0.3200E+02      0.9342E-20      0.1859E-20      0.4354E-16
      0.2000E+02     -0.3200E+02      0.4504E-20      0.6609E-21      0.1919E-16
      0.2100E+02     -0.3200E+02      0.1607E-20      0.2466E-21      0.8225E-17
      0.2200E+02     -0.3200E+02      0.4755E-21      0.1046E-21      0.3917E-17
      0.2300E+02     -0.3200E+02      0.1307E-21      0.4478E-22      0.3242E-17
      0.2400E+02     -0.3200E+02      0.4577E-22      0.1553E-22      0.1734E-17
      0.2500E+02     -0.3200E+02      0.1517E-22      0.6105E-23      0.7968E-18
      0.2600E+02     -0.3200E+02      0.4544E-23      0.2420E-23      0.3383E-18
      0.2700E+02     -0.3200E+02      0.1344E-23      0.1798E-23      0.2581E-18
      0.2800E+02     -0.3200E+02      0.4149E-24      0.1155E-23      0.2347E-18
      0.2900E+02     -0.3200E+02      0.1390E-24      0.6024E-24      0.1593E-18
      0.3000E+02     -0.3200E+02      0.5414E-25      0.2812E-24      0.8243E-19
      0.3100E+02     -0.3200E+02      0.2006E-25      0.1639E-24      0.4878E-19
      0.3200E+02     -0.3200E+02      0.6982E-26      0.9974E-25      0.3221E-19
      0.3300E+02     -0.3200E+02      0.2336E-26      0.4537E-25      0.2016E-19
      0.3400E+02     -0.3200E+02      0.9740E-27      0.3968E-25      0.1632E-19
      0.3500E+02     -0.3200E+02      0.4172E-27      0.3381E-25      0.1182E-19
      0.3600E+02     -0.3200E+02      0.1900E-27      0.2250E-25      0.7734E-20
      0.3700E+02     -0.3200E+02      0.9715E-28      0.1483E-25      0.5034E-20
      0.3800E+02     -0.3200E+02      0.5147E-28      0.1304E-25      0.4184E-20
      0.3900E+02     -0.3200E+02      0.3318E-28      0.1086E-25      0.3166E-20
      0.4000E+02     -0.3200E+02      0.1948E-28      0.6818E-26      0.2110E-20
 
     -0.4000E+02     -0.3100E+02      0.7161E-21      0.3717E-21      0.7903E-17
     -0.3900E+02     -0.3100E+02      0.2488E-20      0.1111E-20      0.1588E-16
     -0.3800E+02     -0.3100E+02      0.7727E-20      0.3329E-20      0.3258E-16
     -0.3700E+02     -0.3100E+02      0.2312E-19      0.9482E-20      0.5985E-16
     -0.3600E+02     -0.3100E+02      0.7270E-19      0.2395E-19      0.9930E-16
     -0.3500E+02     -0.3100E+02      0.1947E-18      0.9023E-19      0.1642E-15
     -0.3400E+02     -0.3100E+02      0.5723E-18      0.3482E-18      0.3399E-15
     -0.3300E+02     -0.3100E+02      0.2731E-17      0.1055E-17      0.7634E-15
     -0.3200E+02     -0.3100E+02      0.9694E-17      0.2786E-17      0.1498E-14
     -0.3100E+02     -0.3100E+02      0.2695E-16      0.1206E-16      0.2381E-14
     -0.3000E+02     -0.3100E+02      0.9294E-16      0.4843E-16      0.4257E-14
     -0.2900E+02     -0.3100E+02      0.3399E-15      0.1349E-15      0.7607E-14
     -0.2800E+02     -0.3100E+02      0.1053E-14      0.3038E-15      0.1594E-13
     -0.2700E+02     -0.3100E+02      0.2203E-14      0.1281E-14      0.2986E-13
     -0.2600E+02     -0.3100E+02      0.3776E-14      0.5355E-14      0.5404E-13
     -0.2500E+02     -0.3100E+02      0.1210E-13      0.1248E-13      0.1283E-12
     -0.2400E+02     -0.3100E+02      0.5229E-13      0.1678E-13      0.2161E-12
     -0.2300E+02     -0.3100E+02      0.1326E-12      0.3935E-13      0.3228E-12
     -0.2200E+02     -0.3100E+02      0.2196E-12      0.1593E-12      0.5101E-12
     -0.2100E+02     -0.3100E+02      0.3117E-12      0.3710E-12      0.1258E-11
     -0.2000E+02     -0.3100E+02      0.6554E-12      0.7546E-12      0.2648E-11
     -0.1900E+02     -0.3100E+02      0.1503E-11      0.1612E-11      0.4488E-11
     -0.1800E+02     -0.3100E+02      0.4290E-11      0.4520E-11      0.1179E-10
     -0.1700E+02     -0.3100E+02      0.8340E-11      0.8484E-11      0.2187E-10
     -0.1600E+02     -0.3100E+02      0.1981E-10      0.2428E-10      0.4858E-10
     -0.1500E+02     -0.3100E+02      0.4816E-10      0.4888E-10      0.1512E-09
     -0.1400E+02     -0.3100E+02      0.1104E-09      0.1462E-09      0.4817E-09
     -0.1300E+02     -0.3100E+02      0.4893E-09      0.1006E-08      0.1396E-07
     -0.1200E+02     -0.3100E+02      0.4431E-08      0.3243E-08      0.9691E-07
     -0.1100E+02     -0.3100E+02      0.1417E-07      0.1713E-07      0.1461E-06
     -0.1000E+02     -0.3100E+02      0.1945E-06      0.2890E-06      0.2105E-05
     -0.9000E+01     -0.3100E+02      0.1806E-07      0.7621E-07      0.1355E-06
     -0.8000E+01     -0.3100E+02      0.3581E-07      0.7757E-07      0.2914E-06
     -0.7000E+01     -0.3100E+02      0.8785E-09      0.7888E-09      0.5167E-08
     -0.6000E+01     -0.3100E+02      0.1497E-09      0.1813E-09      0.4777E-09
     -0.5000E+01     -0.3100E+02      0.4549E-10      0.7878E-10      0.1822E-09
     -0.4000E+01     -0.3100E+02      0.2914E-10      0.2629E-10      0.1034E-09
     -0.3000E+01     -0.3100E+02      0.8516E-11      0.9253E-11      0.2969E-10
     -0.2000E+01     -0.3100E+02      0.3268E-11      0.3919E-11      0.1243E-10
     -0.1000E+01     -0.3100E+02      0.2092E-11      0.1993E-11      0.8973E-11
      0.0000E+00     -0.3100E+02      0.9113E-12      0.9340E-12      0.3438E-11
      0.1000E+01     -0.3100E+02      0.3674E-12      0.5285E-12      0.1980E-11
      0.2000E+01     -0.3100E+02      0.2024E-12      0.2866E-12      0.9881E-12
      0.3000E+01     -0.3100E+02      0.2180E-12      0.1356E-12      0.6619E-12
      0.4000E+01     -0.3100E+02      0.1529E-12      0.4051E-13      0.3611E-12
      0.5000E+01     -0.3100E+02      0.5781E-13      0.1583E-13      0.1750E-12
      0.6000E+01     -0.3100E+02      0.1207E-13      0.1474E-13      0.1006E-12
      0.7000E+01     -0.3100E+02      0.5121E-14      0.6832E-14      0.5382E-13
      0.8000E+01     -0.3100E+02      0.3618E-14      0.1790E-14      0.2855E-13
      0.9000E+01     -0.3100E+02      0.1262E-14      0.4910E-15      0.1546E-13
      0.1000E+02     -0.3100E+02      0.2962E-15      0.1764E-15      0.9495E-14
      0.1100E+02     -0.3100E+02      0.7983E-16      0.4877E-16      0.4825E-14
      0.1200E+02     -0.3100E+02      0.2445E-16      0.9014E-17      0.2601E-14
      0.1300E+02     -0.3100E+02      0.7064E-17      0.2046E-17      0.1614E-14
      0.1400E+02     -0.3100E+02      0.2552E-17      0.6854E-18      0.9317E-15
      0.1500E+02     -0.3100E+02      0.1033E-17      0.2318E-18      0.4964E-15
      0.1600E+02     -0.3100E+02      0.3489E-18      0.7830E-19      0.2574E-15
      0.1700E+02     -0.3100E+02      0.1025E-18      0.2403E-19      0.1302E-15
      0.1800E+02     -0.3100E+02      0.3300E-19      0.7460E-20      0.7736E-16
      0.1900E+02     -0.3100E+02      0.1158E-19      0.2560E-20      0.5012E-16
      0.2000E+02     -0.3100E+02      0.5695E-20      0.9063E-21      0.2577E-16
      0.2100E+02     -0.3100E+02      0.2264E-20      0.3349E-21      0.1158E-16
      0.2200E+02     -0.3100E+02      0.6899E-21      0.1342E-21      0.4390E-17
      0.2300E+02     -0.3100E+02      0.1888E-21      0.5979E-22      0.3607E-17
      0.2400E+02     -0.3100E+02      0.6254E-22      0.2139E-22      0.2153E-17
      0.2500E+02     -0.3100E+02      0.2118E-22      0.8440E-23      0.1191E-17
      0.2600E+02     -0.3100E+02      0.6589E-23      0.3016E-23      0.4032E-18
      0.2700E+02     -0.3100E+02      0.1919E-23      0.1814E-23      0.2407E-18
      0.2800E+02     -0.3100E+02      0.5877E-24      0.1338E-23      0.2375E-18
      0.2900E+02     -0.3100E+02      0.1881E-24      0.7185E-24      0.1840E-18
      0.3000E+02     -0.3100E+02      0.7050E-25      0.3422E-24      0.1024E-18
      0.3100E+02     -0.3100E+02      0.2673E-25      0.1913E-24      0.5666E-19
      0.3200E+02     -0.3100E+02      0.9596E-26      0.1251E-24      0.3700E-19
      0.3300E+02     -0.3100E+02      0.3156E-26      0.5916E-25      0.2352E-19
      0.3400E+02     -0.3100E+02      0.1252E-26      0.4261E-25      0.1915E-19
      0.3500E+02     -0.3100E+02      0.5127E-27      0.3718E-25      0.1400E-19
      0.3600E+02     -0.3100E+02      0.2513E-27      0.2675E-25      0.9453E-20
      0.3700E+02     -0.3100E+02      0.1156E-27      0.1694E-25      0.6128E-20
      0.3800E+02     -0.3100E+02      0.6196E-28      0.1522E-25      0.5132E-20
      0.3900E+02     -0.3100E+02      0.3849E-28      0.1239E-25      0.3674E-20
      0.4000E+02     -0.3100E+02      0.2226E-28      0.8068E-26      0.2438E-20
 
     -0.4000E+02     -0.3000E+02      0.5162E-21      0.2608E-21      0.6467E-17
     -0.3900E+02     -0.3000E+02      0.1714E-20      0.7991E-21      0.1225E-16
     -0.3800E+02     -0.3000E+02      0.5537E-20      0.2389E-20      0.2604E-16
     -0.3700E+02     -0.3000E+02      0.1649E-19      0.7125E-20      0.5295E-16
     -0.3600E+02     -0.3000E+02      0.5123E-19      0.1748E-19      0.8830E-16
     -0.3500E+02     -0.3000E+02      0.1485E-18      0.5805E-19      0.1331E-15
     -0.3400E+02     -0.3000E+02      0.3853E-18      0.2294E-18      0.2560E-15
     -0.3300E+02     -0.3000E+02      0.1676E-17      0.7695E-18      0.6207E-15
     -0.3200E+02     -0.3000E+02      0.6851E-17      0.1995E-17      0.1304E-14
     -0.3100E+02     -0.3000E+02      0.1987E-16      0.7478E-17      0.2129E-14
     -0.3000E+02     -0.3000E+02      0.6188E-16      0.3216E-16      0.3629E-14
     -0.2900E+02     -0.3000E+02      0.2319E-15      0.1047E-15      0.6290E-14
     -0.2800E+02     -0.3000E+02      0.7787E-15      0.2311E-15      0.1316E-13
     -0.2700E+02     -0.3000E+02      0.1845E-14      0.7871E-15      0.2398E-13
     -0.2600E+02     -0.3000E+02      0.3168E-14      0.3657E-14      0.4448E-13
     -0.2500E+02     -0.3000E+02      0.7736E-14      0.1037E-13      0.1052E-12
     -0.2400E+02     -0.3000E+02      0.3469E-13      0.1552E-13      0.1901E-12
     -0.2300E+02     -0.3000E+02      0.1086E-12      0.2824E-13      0.2699E-12
     -0.2200E+02     -0.3000E+02      0.1931E-12      0.1071E-12      0.4307E-12
     -0.2100E+02     -0.3000E+02      0.2690E-12      0.2996E-12      0.1049E-11
     -0.2000E+02     -0.3000E+02      0.5491E-12      0.5915E-12      0.2130E-11
     -0.1900E+02     -0.3000E+02      0.1155E-11      0.1266E-11      0.3737E-11
     -0.1800E+02     -0.3000E+02      0.3249E-11      0.3456E-11      0.8650E-11
     -0.1700E+02     -0.3000E+02      0.7620E-11      0.7289E-11      0.1728E-10
     -0.1600E+02     -0.3000E+02      0.1929E-10      0.1928E-10      0.3560E-10
     -0.1500E+02     -0.3000E+02      0.3179E-10      0.4065E-10      0.1185E-09
     -0.1400E+02     -0.3000E+02      0.8642E-10      0.9395E-10      0.2899E-09
     -0.1300E+02     -0.3000E+02      0.2674E-09      0.6052E-09      0.3700E-08
     -0.1200E+02     -0.3000E+02      0.2156E-08      0.3306E-08      0.5194E-07
     -0.1100E+02     -0.3000E+02      0.6303E-08      0.2710E-07      0.1160E-06
     -0.1000E+02     -0.3000E+02      0.1606E-06      0.2992E-06      0.2060E-05
     -0.9000E+01     -0.3000E+02      0.4359E-07      0.5428E-07      0.1897E-06
     -0.8000E+01     -0.3000E+02      0.4693E-07      0.1579E-06      0.3989E-06
     -0.7000E+01     -0.3000E+02      0.1691E-08      0.3028E-08      0.1154E-07
     -0.6000E+01     -0.3000E+02      0.1929E-09      0.2699E-09      0.6334E-09
     -0.5000E+01     -0.3000E+02      0.6282E-10      0.1080E-09      0.2396E-09
     -0.4000E+01     -0.3000E+02      0.3841E-10      0.2838E-10      0.1185E-09
     -0.3000E+01     -0.3000E+02      0.1250E-10      0.1071E-10      0.3941E-10
     -0.2000E+01     -0.3000E+02      0.4126E-11      0.4886E-11      0.1996E-10
     -0.1000E+01     -0.3000E+02      0.2723E-11      0.3012E-11      0.1031E-10
      0.0000E+00     -0.3000E+02      0.1122E-11      0.1213E-11      0.4488E-11
      0.1000E+01     -0.3000E+02      0.5862E-12      0.6523E-12      0.2513E-11
      0.2000E+01     -0.3000E+02      0.2105E-12      0.3236E-12      0.1117E-11
      0.3000E+01     -0.3000E+02      0.2183E-12      0.1824E-12      0.8110E-12
      0.4000E+01     -0.3000E+02      0.1765E-12      0.6069E-13      0.4525E-12
      0.5000E+01     -0.3000E+02      0.8558E-13      0.1772E-13      0.1953E-12
      0.6000E+01     -0.3000E+02      0.2019E-13      0.1626E-13      0.1262E-12
      0.7000E+01     -0.3000E+02      0.5543E-14      0.9322E-14      0.6606E-13
      0.8000E+01     -0.3000E+02      0.4353E-14      0.2775E-14      0.3406E-13
      0.9000E+01     -0.3000E+02      0.1892E-14      0.7191E-15      0.1867E-13
      0.1000E+02     -0.3000E+02      0.4755E-15      0.2459E-15      0.1145E-13
      0.1100E+02     -0.3000E+02      0.1160E-15      0.7636E-16      0.5759E-14
      0.1200E+02     -0.3000E+02      0.3566E-16      0.1543E-16      0.3027E-14
      0.1300E+02     -0.3000E+02      0.1009E-16      0.3042E-17      0.1880E-14
      0.1400E+02     -0.3000E+02      0.3313E-17      0.9619E-18      0.1105E-14
      0.1500E+02     -0.3000E+02      0.1371E-17      0.3243E-18      0.5943E-15
      0.1600E+02     -0.3000E+02      0.4962E-18      0.1109E-18      0.3235E-15
      0.1700E+02     -0.3000E+02      0.1468E-18      0.3514E-19      0.1651E-15
      0.1800E+02     -0.3000E+02      0.4671E-19      0.1077E-19      0.8423E-16
      0.1900E+02     -0.3000E+02      0.1512E-19      0.3544E-20      0.5611E-16
      0.2000E+02     -0.3000E+02      0.6974E-20      0.1250E-20      0.3284E-16
      0.2100E+02     -0.3000E+02      0.3085E-20      0.4566E-21      0.1599E-16
      0.2200E+02     -0.3000E+02      0.9923E-21      0.1710E-21      0.5588E-17
      0.2300E+02     -0.3000E+02      0.2813E-21      0.7853E-22      0.4037E-17
      0.2400E+02     -0.3000E+02      0.8406E-22      0.2938E-22      0.2461E-17
      0.2500E+02     -0.3000E+02      0.2939E-22      0.1159E-22      0.1634E-17
      0.2600E+02     -0.3000E+02      0.9449E-23      0.4171E-23      0.5769E-18
      0.2700E+02     -0.3000E+02      0.2751E-23      0.1991E-23      0.2526E-18
      0.2800E+02     -0.3000E+02      0.8374E-24      0.1503E-23      0.2298E-18
      0.2900E+02     -0.3000E+02      0.2618E-24      0.8550E-24      0.2045E-18
      0.3000E+02     -0.3000E+02      0.9214E-25      0.4164E-24      0.1273E-18
      0.3100E+02     -0.3000E+02      0.3551E-25      0.2213E-24      0.6718E-19
      0.3200E+02     -0.3000E+02      0.1306E-25      0.1444E-24      0.4201E-19
      0.3300E+02     -0.3000E+02      0.4377E-26      0.7618E-25      0.2590E-19
      0.3400E+02     -0.3000E+02      0.1593E-26      0.4567E-25      0.2023E-19
      0.3500E+02     -0.3000E+02      0.6593E-27      0.3816E-25      0.1543E-19
      0.3600E+02     -0.3000E+02      0.3180E-27      0.3011E-25      0.1073E-19
      0.3700E+02     -0.3000E+02      0.1400E-27      0.2035E-25      0.7223E-20
      0.3800E+02     -0.3000E+02      0.7650E-28      0.1778E-25      0.6132E-20
      0.3900E+02     -0.3000E+02      0.4349E-28      0.1402E-25      0.4290E-20
      0.4000E+02     -0.3000E+02      0.2641E-28      0.9314E-26      0.2899E-20
 
     -0.4000E+02     -0.2900E+02      0.3792E-21      0.1815E-21      0.5176E-17
     -0.3900E+02     -0.2900E+02      0.1174E-20      0.5689E-21      0.9158E-17
     -0.3800E+02     -0.2900E+02      0.3932E-20      0.1708E-20      0.2028E-16
     -0.3700E+02     -0.2900E+02      0.1204E-19      0.5229E-20      0.4628E-16
     -0.3600E+02     -0.2900E+02      0.3581E-19      0.1341E-19      0.8076E-16
     -0.3500E+02     -0.2900E+02      0.1115E-18      0.3850E-19      0.1150E-15
     -0.3400E+02     -0.2900E+02      0.2796E-18      0.1480E-18      0.2021E-15
     -0.3300E+02     -0.2900E+02      0.1011E-17      0.5344E-18      0.4962E-15
     -0.3200E+02     -0.2900E+02      0.4594E-17      0.1499E-17      0.1080E-14
     -0.3100E+02     -0.2900E+02      0.1477E-16      0.4713E-17      0.1854E-14
     -0.3000E+02     -0.2900E+02      0.4227E-16      0.2044E-16      0.3127E-14
     -0.2900E+02     -0.2900E+02      0.1567E-15      0.7727E-16      0.5214E-14
     -0.2800E+02     -0.2900E+02      0.5551E-15      0.1845E-15      0.1107E-13
     -0.2700E+02     -0.2900E+02      0.1482E-14      0.4965E-15      0.1883E-13
     -0.2600E+02     -0.2900E+02      0.2774E-14      0.2373E-14      0.3777E-13
     -0.2500E+02     -0.2900E+02      0.5252E-14      0.8038E-14      0.8250E-13
     -0.2400E+02     -0.2900E+02      0.2197E-13      0.1466E-13      0.1652E-12
     -0.2300E+02     -0.2900E+02      0.8458E-13      0.2192E-13      0.2318E-12
     -0.2200E+02     -0.2900E+02      0.1658E-12      0.6935E-13      0.3697E-12
     -0.2100E+02     -0.2900E+02      0.2418E-12      0.2353E-12      0.8730E-12
     -0.2000E+02     -0.2900E+02      0.4380E-12      0.4661E-12      0.1748E-11
     -0.1900E+02     -0.2900E+02      0.8642E-12      0.1002E-11      0.3171E-11
     -0.1800E+02     -0.2900E+02      0.2347E-11      0.2524E-11      0.6541E-11
     -0.1700E+02     -0.2900E+02      0.5699E-11      0.5917E-11      0.1463E-10
     -0.1600E+02     -0.2900E+02      0.1569E-10      0.1515E-10      0.2496E-10
     -0.1500E+02     -0.2900E+02      0.2716E-10      0.3234E-10      0.8732E-10
     -0.1400E+02     -0.2900E+02      0.7658E-10      0.5964E-10      0.1911E-09
     -0.1300E+02     -0.2900E+02      0.2141E-09      0.3175E-09      0.1037E-08
     -0.1200E+02     -0.2900E+02      0.1012E-08      0.1201E-08      0.1614E-07
     -0.1100E+02     -0.2900E+02      0.9821E-08      0.9447E-08      0.1805E-06
     -0.1000E+02     -0.2900E+02      0.9567E-07      0.1786E-06      0.1516E-05
     -0.9000E+01     -0.2900E+02      0.4922E-07      0.7352E-07      0.2017E-06
     -0.8000E+01     -0.2900E+02      0.4278E-07      0.1751E-06      0.5931E-06
     -0.7000E+01     -0.2900E+02      0.3914E-08      0.2344E-07      0.5103E-07
     -0.6000E+01     -0.2900E+02      0.3351E-09      0.4338E-09      0.1204E-08
     -0.5000E+01     -0.2900E+02      0.1136E-09      0.1170E-09      0.2457E-09
     -0.4000E+01     -0.2900E+02      0.5068E-10      0.4664E-10      0.1262E-09
     -0.3000E+01     -0.2900E+02      0.1810E-10      0.1616E-10      0.5148E-10
     -0.2000E+01     -0.2900E+02      0.5294E-11      0.6167E-11      0.2968E-10
     -0.1000E+01     -0.2900E+02      0.3055E-11      0.3947E-11      0.1149E-10
      0.0000E+00     -0.2900E+02      0.1488E-11      0.1527E-11      0.5946E-11
      0.1000E+01     -0.2900E+02      0.8410E-12      0.8671E-12      0.3326E-11
      0.2000E+01     -0.2900E+02      0.2262E-12      0.3831E-12      0.1377E-11
      0.3000E+01     -0.2900E+02      0.2140E-12      0.2316E-12      0.9769E-12
      0.4000E+01     -0.2900E+02      0.1861E-12      0.8803E-13      0.5197E-12
      0.5000E+01     -0.2900E+02      0.1169E-12      0.2459E-13      0.2269E-12
      0.6000E+01     -0.2900E+02      0.3394E-13      0.1664E-13      0.1514E-12
      0.7000E+01     -0.2900E+02      0.6889E-14      0.1197E-13      0.8117E-13
      0.8000E+01     -0.2900E+02      0.4825E-14      0.4220E-14      0.4007E-13
      0.9000E+01     -0.2900E+02      0.2669E-14      0.1090E-14      0.2310E-13
      0.1000E+02     -0.2900E+02      0.7639E-15      0.3411E-15      0.1387E-13
      0.1100E+02     -0.2900E+02      0.1777E-15      0.1147E-15      0.6844E-14
      0.1200E+02     -0.2900E+02      0.5124E-16      0.2657E-16      0.3617E-14
      0.1300E+02     -0.2900E+02      0.1493E-16      0.4817E-17      0.2225E-14
      0.1400E+02     -0.2900E+02      0.4430E-17      0.1346E-17      0.1305E-14
      0.1500E+02     -0.2900E+02      0.1772E-17      0.4553E-18      0.7213E-15
      0.1600E+02     -0.2900E+02      0.6872E-18      0.1534E-18      0.4043E-15
      0.1700E+02     -0.2900E+02      0.2139E-18      0.5104E-19      0.2107E-15
      0.1800E+02     -0.2900E+02      0.6546E-19      0.1575E-19      0.9595E-16
      0.1900E+02     -0.2900E+02      0.2083E-19      0.4956E-20      0.6028E-16
      0.2000E+02     -0.2900E+02      0.8483E-20      0.1723E-20      0.3896E-16
      0.2100E+02     -0.2900E+02      0.4060E-20      0.6258E-21      0.2069E-16
      0.2200E+02     -0.2900E+02      0.1425E-20      0.2226E-21      0.7630E-17
      0.2300E+02     -0.2900E+02      0.4219E-21      0.1026E-21      0.4712E-17
      0.2400E+02     -0.2900E+02      0.1145E-21      0.3980E-22      0.2767E-17
      0.2500E+02     -0.2900E+02      0.4072E-22      0.1566E-22      0.2004E-17
      0.2600E+02     -0.2900E+02      0.1340E-22      0.5897E-23      0.8788E-18
      0.2700E+02     -0.2900E+02      0.3951E-23      0.2407E-23      0.3264E-18
      0.2800E+02     -0.2900E+02      0.1186E-23      0.1616E-23      0.2357E-18
      0.2900E+02     -0.2900E+02      0.3675E-24      0.1015E-23      0.2129E-18
      0.3000E+02     -0.2900E+02      0.1213E-24      0.4926E-24      0.1510E-18
      0.3100E+02     -0.2900E+02      0.4689E-25      0.2477E-24      0.8118E-19
      0.3200E+02     -0.2900E+02      0.1760E-25      0.1519E-24      0.4908E-19
      0.3300E+02     -0.2900E+02      0.6105E-26      0.9118E-25      0.2992E-19
      0.3400E+02     -0.2900E+02      0.2070E-26      0.4906E-25      0.2215E-19
      0.3500E+02     -0.2900E+02      0.8666E-27      0.3678E-25      0.1683E-19
      0.3600E+02     -0.2900E+02      0.3780E-27      0.3178E-25      0.1182E-19
      0.3700E+02     -0.2900E+02      0.1768E-27      0.2388E-25      0.8253E-20
      0.3800E+02     -0.2900E+02      0.9261E-28      0.2012E-25      0.6848E-20
      0.3900E+02     -0.2900E+02      0.4935E-28      0.1549E-25      0.4868E-20
      0.4000E+02     -0.2900E+02      0.3162E-28      0.1053E-25      0.3289E-20
 
     -0.4000E+02     -0.2800E+02      0.2780E-21      0.1276E-21      0.4396E-17
     -0.3900E+02     -0.2800E+02      0.8113E-21      0.3995E-21      0.6897E-17
     -0.3800E+02     -0.2800E+02      0.2747E-20      0.1224E-20      0.1514E-16
     -0.3700E+02     -0.2800E+02      0.8731E-20      0.3771E-20      0.3781E-16
     -0.3600E+02     -0.2800E+02      0.2509E-19      0.1038E-19      0.7100E-16
     -0.3500E+02     -0.2800E+02      0.8132E-19      0.2678E-19      0.1045E-15
     -0.3400E+02     -0.2800E+02      0.2127E-18      0.9462E-19      0.1615E-15
     -0.3300E+02     -0.2800E+02      0.6275E-18      0.3602E-18      0.3828E-15
     -0.3200E+02     -0.2800E+02      0.2936E-17      0.1121E-17      0.8971E-15
     -0.3100E+02     -0.2800E+02      0.1076E-16      0.3112E-17      0.1584E-14
     -0.3000E+02     -0.2800E+02      0.3014E-16      0.1271E-16      0.2801E-14
     -0.2900E+02     -0.2800E+02      0.1052E-15      0.5400E-16      0.4504E-14
     -0.2800E+02     -0.2800E+02      0.3843E-15      0.1474E-15      0.9298E-14
     -0.2700E+02     -0.2800E+02      0.1143E-14      0.3384E-15      0.1469E-13
     -0.2600E+02     -0.2800E+02      0.2411E-14      0.1482E-14      0.3143E-13
     -0.2500E+02     -0.2800E+02      0.3964E-14      0.5849E-14      0.6348E-13
     -0.2400E+02     -0.2800E+02      0.1366E-13      0.1333E-13      0.1379E-12
     -0.2300E+02     -0.2800E+02      0.6180E-13      0.1875E-13      0.2081E-12
     -0.2200E+02     -0.2800E+02      0.1425E-12      0.4516E-13      0.3166E-12
     -0.2100E+02     -0.2800E+02      0.2246E-12      0.1781E-12      0.7153E-12
     -0.2000E+02     -0.2800E+02      0.3402E-12      0.3792E-12      0.1425E-11
     -0.1900E+02     -0.2800E+02      0.6673E-12      0.7662E-12      0.2751E-11
     -0.1800E+02     -0.2800E+02      0.1655E-11      0.1841E-11      0.4825E-11
     -0.1700E+02     -0.2800E+02      0.3676E-11      0.4440E-11      0.1323E-10
     -0.1600E+02     -0.2800E+02      0.1141E-10      0.1060E-10      0.1969E-10
     -0.1500E+02     -0.2800E+02      0.2163E-10      0.2356E-10      0.6393E-10
     -0.1400E+02     -0.2800E+02      0.5797E-10      0.4822E-10      0.1247E-09
     -0.1300E+02     -0.2800E+02      0.1648E-09      0.1895E-09      0.4766E-09
     -0.1200E+02     -0.2800E+02      0.3810E-09      0.5794E-09      0.4744E-08
     -0.1100E+02     -0.2800E+02      0.4693E-08      0.8730E-08      0.1513E-06
     -0.1000E+02     -0.2800E+02      0.4469E-07      0.1033E-06      0.1023E-05
     -0.9000E+01     -0.2800E+02      0.6000E-07      0.1088E-06      0.3181E-06
     -0.8000E+01     -0.2800E+02      0.7733E-07      0.2009E-06      0.6492E-06
     -0.7000E+01     -0.2800E+02      0.2178E-07      0.7013E-07      0.2145E-06
     -0.6000E+01     -0.2800E+02      0.5389E-09      0.7538E-09      0.2067E-08
     -0.5000E+01     -0.2800E+02      0.1838E-09      0.1633E-09      0.3998E-09
     -0.4000E+01     -0.2800E+02      0.6763E-10      0.7535E-10      0.1362E-09
     -0.3000E+01     -0.2800E+02      0.2213E-10      0.2495E-10      0.6815E-10
     -0.2000E+01     -0.2800E+02      0.7275E-11      0.7315E-11      0.4097E-10
     -0.1000E+01     -0.2800E+02      0.3789E-11      0.4279E-11      0.1313E-10
      0.0000E+00     -0.2800E+02      0.1892E-11      0.2059E-11      0.8028E-11
      0.1000E+01     -0.2800E+02      0.1050E-11      0.1115E-11      0.4266E-11
      0.2000E+01     -0.2800E+02      0.2666E-12      0.4494E-12      0.1878E-11
      0.3000E+01     -0.2800E+02      0.2099E-12      0.2782E-12      0.1173E-11
      0.4000E+01     -0.2800E+02      0.1929E-12      0.1189E-12      0.5627E-12
      0.5000E+01     -0.2800E+02      0.1472E-12      0.3864E-13      0.2864E-12
